Name,File,Offset,Width,Height,Format,Extracted Path,Comments
1006,jpn_font_static,0001F700,16,16,i4,./jpn_font_static/,
1007,jpn_font_static,0001F780,16,16,i4,./jpn_font_static/,
1008,jpn_font_static,0001F800,16,16,i4,./jpn_font_static/,
1009,jpn_font_static,0001F880,16,16,i4,./jpn_font_static/,
1010,jpn_font_static,0001F900,16,16,i4,./jpn_font_static/,
1011,jpn_font_static,0001F980,16,16,i4,./jpn_font_static/,
1012,jpn_font_static,0001FA00,16,16,i4,./jpn_font_static/,
1013,jpn_font_static,0001FA80,16,16,i4,./jpn_font_static/,
1014,jpn_font_static,0001FB00,16,16,i4,./jpn_font_static/,
1015,jpn_font_static,0001FB80,16,16,i4,./jpn_font_static/,
1016,jpn_font_static,0001FC00,16,16,i4,./jpn_font_static/,
1017,jpn_font_static,0001FC80,16,16,i4,./jpn_font_static/,
1018,jpn_font_static,0001FD00,16,16,i4,./jpn_font_static/,
1019,jpn_font_static,0001FD80,16,16,i4,./jpn_font_static/,
1020,jpn_font_static,0001FE00,16,16,i4,./jpn_font_static/,
1021,jpn_font_static,0001FE80,16,16,i4,./jpn_font_static/,
1022,jpn_font_static,0001FF00,16,16,i4,./jpn_font_static/,
1023,jpn_font_static,0001FF80,16,16,i4,./jpn_font_static/,
1024,jpn_font_static,00020000,16,16,i4,./jpn_font_static/,
1025,jpn_font_static,00020080,16,16,i4,./jpn_font_static/,
1026,jpn_font_static,00020100,16,16,i4,./jpn_font_static/,
1027,jpn_font_static,00020180,16,16,i4,./jpn_font_static/,
1028,jpn_font_static,00020200,16,16,i4,./jpn_font_static/,
1029,jpn_font_static,00020280,16,16,i4,./jpn_font_static/,
1030,jpn_font_static,00020300,16,16,i4,./jpn_font_static/,
1031,jpn_font_static,00020380,16,16,i4,./jpn_font_static/,
1032,jpn_font_static,00020400,16,16,i4,./jpn_font_static/,
1033,jpn_font_static,00020480,16,16,i4,./jpn_font_static/,
1034,jpn_font_static,00020500,16,16,i4,./jpn_font_static/,
1035,jpn_font_static,00020580,16,16,i4,./jpn_font_static/,
1036,jpn_font_static,00020600,16,16,i4,./jpn_font_static/,
1037,jpn_font_static,00020680,16,16,i4,./jpn_font_static/,
1038,jpn_font_static,00020700,16,16,i4,./jpn_font_static/,
1039,jpn_font_static,00020780,16,16,i4,./jpn_font_static/,
1040,jpn_font_static,00020800,16,16,i4,./jpn_font_static/,
1041,jpn_font_static,00020880,16,16,i4,./jpn_font_static/,
1042,jpn_font_static,00020900,16,16,i4,./jpn_font_static/,
1043,jpn_font_static,00020980,16,16,i4,./jpn_font_static/,
1044,jpn_font_static,00020A00,16,16,i4,./jpn_font_static/,
1045,jpn_font_static,00020A80,16,16,i4,./jpn_font_static/,
1046,jpn_font_static,00020B00,16,16,i4,./jpn_font_static/,
1047,jpn_font_static,00020B80,16,16,i4,./jpn_font_static/,
1048,jpn_font_static,00020C00,16,16,i4,./jpn_font_static/,
1049,jpn_font_static,00020C80,16,16,i4,./jpn_font_static/,
1050,jpn_font_static,00020D00,16,16,i4,./jpn_font_static/,
1051,jpn_font_static,00020D80,16,16,i4,./jpn_font_static/,
1052,jpn_font_static,00020E00,16,16,i4,./jpn_font_static/,
1053,jpn_font_static,00020E80,16,16,i4,./jpn_font_static/,
1054,jpn_font_static,00020F00,16,16,i4,./jpn_font_static/,
1055,jpn_font_static,00020F80,16,16,i4,./jpn_font_static/,
1056,jpn_font_static,00021000,16,16,i4,./jpn_font_static/,
1057,jpn_font_static,00021080,16,16,i4,./jpn_font_static/,
1058,jpn_font_static,00021100,16,16,i4,./jpn_font_static/,
1059,jpn_font_static,00021180,16,16,i4,./jpn_font_static/,
1060,jpn_font_static,00021200,16,16,i4,./jpn_font_static/,
1061,jpn_font_static,00021280,16,16,i4,./jpn_font_static/,
1062,jpn_font_static,00021300,16,16,i4,./jpn_font_static/,
1063,jpn_font_static,00021380,16,16,i4,./jpn_font_static/,
1064,jpn_font_static,00021400,16,16,i4,./jpn_font_static/,
1065,jpn_font_static,00021480,16,16,i4,./jpn_font_static/,
1066,jpn_font_static,00021500,16,16,i4,./jpn_font_static/,
1067,jpn_font_static,00021580,16,16,i4,./jpn_font_static/,
1068,jpn_font_static,00021600,16,16,i4,./jpn_font_static/,
1069,jpn_font_static,00021680,16,16,i4,./jpn_font_static/,
1070,jpn_font_static,00021700,16,16,i4,./jpn_font_static/,
1071,jpn_font_static,00021780,16,16,i4,./jpn_font_static/,
1072,jpn_font_static,00021800,16,16,i4,./jpn_font_static/,
1073,jpn_font_static,00021880,16,16,i4,./jpn_font_static/,
1074,jpn_font_static,00021900,16,16,i4,./jpn_font_static/,
1075,jpn_font_static,00021980,16,16,i4,./jpn_font_static/,
1076,jpn_font_static,00021A00,16,16,i4,./jpn_font_static/,
1077,jpn_font_static,00021A80,16,16,i4,./jpn_font_static/,
1078,jpn_font_static,00021B00,16,16,i4,./jpn_font_static/,
1079,jpn_font_static,00021B80,16,16,i4,./jpn_font_static/,
1080,jpn_font_static,00021C00,16,16,i4,./jpn_font_static/,
1081,jpn_font_static,00021C80,16,16,i4,./jpn_font_static/,
1082,jpn_font_static,00021D00,16,16,i4,./jpn_font_static/,
1083,jpn_font_static,00021D80,16,16,i4,./jpn_font_static/,
1084,jpn_font_static,00021E00,16,16,i4,./jpn_font_static/,
1085,jpn_font_static,00021E80,16,16,i4,./jpn_font_static/,
1086,jpn_font_static,00021F00,16,16,i4,./jpn_font_static/,
1087,jpn_font_static,00021F80,16,16,i4,./jpn_font_static/,
1088,jpn_font_static,00022000,16,16,i4,./jpn_font_static/,
1089,jpn_font_static,00022080,16,16,i4,./jpn_font_static/,
1090,jpn_font_static,00022100,16,16,i4,./jpn_font_static/,
1091,jpn_font_static,00022180,16,16,i4,./jpn_font_static/,
1092,jpn_font_static,00022200,16,16,i4,./jpn_font_static/,
1093,jpn_font_static,00022280,16,16,i4,./jpn_font_static/,
1094,jpn_font_static,00022300,16,16,i4,./jpn_font_static/,
1095,jpn_font_static,00022380,16,16,i4,./jpn_font_static/,
1096,jpn_font_static,00022400,16,16,i4,./jpn_font_static/,
1097,jpn_font_static,00022480,16,16,i4,./jpn_font_static/,
1098,jpn_font_static,00022500,16,16,i4,./jpn_font_static/,
1099,jpn_font_static,00022580,16,16,i4,./jpn_font_static/,
1100,jpn_font_static,00022600,16,16,i4,./jpn_font_static/,
1101,jpn_font_static,00022680,16,16,i4,./jpn_font_static/,
1102,jpn_font_static,00022700,16,16,i4,./jpn_font_static/,
1103,jpn_font_static,00022780,16,16,i4,./jpn_font_static/,
1104,jpn_font_static,00022800,16,16,i4,./jpn_font_static/,
1105,jpn_font_static,00022880,16,16,i4,./jpn_font_static/,
1106,jpn_font_static,00022900,16,16,i4,./jpn_font_static/,
1107,jpn_font_static,00022980,16,16,i4,./jpn_font_static/,
1108,jpn_font_static,00022A00,16,16,i4,./jpn_font_static/,
1109,jpn_font_static,00022A80,16,16,i4,./jpn_font_static/,
1110,jpn_font_static,00022B00,16,16,i4,./jpn_font_static/,
1111,jpn_font_static,00022B80,16,16,i4,./jpn_font_static/,
1112,jpn_font_static,00022C00,16,16,i4,./jpn_font_static/,
1113,jpn_font_static,00022C80,16,16,i4,./jpn_font_static/,
1114,jpn_font_static,00022D00,16,16,i4,./jpn_font_static/,
1115,jpn_font_static,00022D80,16,16,i4,./jpn_font_static/,
1116,jpn_font_static,00022E00,16,16,i4,./jpn_font_static/,
1117,jpn_font_static,00022E80,16,16,i4,./jpn_font_static/,
1118,jpn_font_static,00022F00,16,16,i4,./jpn_font_static/,
1119,jpn_font_static,00022F80,16,16,i4,./jpn_font_static/,
1120,jpn_font_static,00023000,16,16,i4,./jpn_font_static/,
1121,jpn_font_static,00023080,16,16,i4,./jpn_font_static/,
1122,jpn_font_static,00023100,16,16,i4,./jpn_font_static/,
1123,jpn_font_static,00023180,16,16,i4,./jpn_font_static/,
1124,jpn_font_static,00023200,16,16,i4,./jpn_font_static/,
1125,jpn_font_static,00023280,16,16,i4,./jpn_font_static/,
1126,jpn_font_static,00023300,16,16,i4,./jpn_font_static/,
1127,jpn_font_static,00023380,16,16,i4,./jpn_font_static/,
1128,jpn_font_static,00023400,16,16,i4,./jpn_font_static/,
1129,jpn_font_static,00023480,16,16,i4,./jpn_font_static/,
1130,jpn_font_static,00023500,16,16,i4,./jpn_font_static/,
1131,jpn_font_static,00023580,16,16,i4,./jpn_font_static/,
1132,jpn_font_static,00023600,16,16,i4,./jpn_font_static/,
1133,jpn_font_static,00023680,16,16,i4,./jpn_font_static/,
1134,jpn_font_static,00023700,16,16,i4,./jpn_font_static/,
1135,jpn_font_static,00023780,16,16,i4,./jpn_font_static/,
1136,jpn_font_static,00023800,16,16,i4,./jpn_font_static/,
1137,jpn_font_static,00023880,16,16,i4,./jpn_font_static/,
1138,jpn_font_static,00023900,16,16,i4,./jpn_font_static/,
1139,jpn_font_static,00023980,16,16,i4,./jpn_font_static/,
1140,jpn_font_static,00023A00,16,16,i4,./jpn_font_static/,
1141,jpn_font_static,00023A80,16,16,i4,./jpn_font_static/,
1142,jpn_font_static,00023B00,16,16,i4,./jpn_font_static/,
1143,jpn_font_static,00023B80,16,16,i4,./jpn_font_static/,
1144,jpn_font_static,00023C00,16,16,i4,./jpn_font_static/,
1145,jpn_font_static,00023C80,16,16,i4,./jpn_font_static/,
1146,jpn_font_static,00023D00,16,16,i4,./jpn_font_static/,
1147,jpn_font_static,00023D80,16,16,i4,./jpn_font_static/,
1148,jpn_font_static,00023E00,16,16,i4,./jpn_font_static/,
1149,jpn_font_static,00023E80,16,16,i4,./jpn_font_static/,
1150,jpn_font_static,00023F00,16,16,i4,./jpn_font_static/,
1151,jpn_font_static,00023F80,16,16,i4,./jpn_font_static/,
1152,jpn_font_static,00024000,16,16,i4,./jpn_font_static/,
1153,jpn_font_static,00024080,16,16,i4,./jpn_font_static/,
1154,jpn_font_static,00024100,16,16,i4,./jpn_font_static/,
1155,jpn_font_static,00024180,16,16,i4,./jpn_font_static/,
1156,jpn_font_static,00024200,16,16,i4,./jpn_font_static/,
1157,jpn_font_static,00024280,16,16,i4,./jpn_font_static/,
1158,jpn_font_static,00024300,16,16,i4,./jpn_font_static/,
1159,jpn_font_static,00024380,16,16,i4,./jpn_font_static/,
1160,jpn_font_static,00024400,16,16,i4,./jpn_font_static/,
1161,jpn_font_static,00024480,16,16,i4,./jpn_font_static/,
1162,jpn_font_static,00024500,16,16,i4,./jpn_font_static/,
1163,jpn_font_static,00024580,16,16,i4,./jpn_font_static/,
1164,jpn_font_static,00024600,16,16,i4,./jpn_font_static/,
1165,jpn_font_static,00024680,16,16,i4,./jpn_font_static/,
1166,jpn_font_static,00024700,16,16,i4,./jpn_font_static/,
1167,jpn_font_static,00024780,16,16,i4,./jpn_font_static/,
1168,jpn_font_static,00024800,16,16,i4,./jpn_font_static/,
1169,jpn_font_static,00024880,16,16,i4,./jpn_font_static/,
1170,jpn_font_static,00024900,16,16,i4,./jpn_font_static/,
1171,jpn_font_static,00024980,16,16,i4,./jpn_font_static/,
1172,jpn_font_static,00024A00,16,16,i4,./jpn_font_static/,
1173,jpn_font_static,00024A80,16,16,i4,./jpn_font_static/,
1174,jpn_font_static,00024B00,16,16,i4,./jpn_font_static/,
1175,jpn_font_static,00024B80,16,16,i4,./jpn_font_static/,
1176,jpn_font_static,00024C00,16,16,i4,./jpn_font_static/,
1177,jpn_font_static,00024C80,16,16,i4,./jpn_font_static/,
1178,jpn_font_static,00024D00,16,16,i4,./jpn_font_static/,
1179,jpn_font_static,00024D80,16,16,i4,./jpn_font_static/,
1180,jpn_font_static,00024E00,16,16,i4,./jpn_font_static/,
1181,jpn_font_static,00024E80,16,16,i4,./jpn_font_static/,
1182,jpn_font_static,00024F00,16,16,i4,./jpn_font_static/,
1183,jpn_font_static,00024F80,16,16,i4,./jpn_font_static/,
1184,jpn_font_static,00025000,16,16,i4,./jpn_font_static/,
1185,jpn_font_static,00025080,16,16,i4,./jpn_font_static/,
1186,jpn_font_static,00025100,16,16,i4,./jpn_font_static/,
1187,jpn_font_static,00025180,16,16,i4,./jpn_font_static/,
1188,jpn_font_static,00025200,16,16,i4,./jpn_font_static/,
1189,jpn_font_static,00025280,16,16,i4,./jpn_font_static/,
1190,jpn_font_static,00025300,16,16,i4,./jpn_font_static/,
1191,jpn_font_static,00025380,16,16,i4,./jpn_font_static/,
1192,jpn_font_static,00025400,16,16,i4,./jpn_font_static/,
1193,jpn_font_static,00025480,16,16,i4,./jpn_font_static/,
1194,jpn_font_static,00025500,16,16,i4,./jpn_font_static/,
1195,jpn_font_static,00025580,16,16,i4,./jpn_font_static/,
1196,jpn_font_static,00025600,16,16,i4,./jpn_font_static/,
1197,jpn_font_static,00025680,16,16,i4,./jpn_font_static/,
1198,jpn_font_static,00025700,16,16,i4,./jpn_font_static/,
1199,jpn_font_static,00025780,16,16,i4,./jpn_font_static/,
1200,jpn_font_static,00025800,16,16,i4,./jpn_font_static/,
1201,jpn_font_static,00025880,16,16,i4,./jpn_font_static/,
1202,jpn_font_static,00025900,16,16,i4,./jpn_font_static/,
1203,jpn_font_static,00025980,16,16,i4,./jpn_font_static/,
1204,jpn_font_static,00025A00,16,16,i4,./jpn_font_static/,
1205,jpn_font_static,00025A80,16,16,i4,./jpn_font_static/,
1206,jpn_font_static,00025B00,16,16,i4,./jpn_font_static/,
1207,jpn_font_static,00025B80,16,16,i4,./jpn_font_static/,
1208,jpn_font_static,00025C00,16,16,i4,./jpn_font_static/,
1209,jpn_font_static,00025C80,16,16,i4,./jpn_font_static/,
1210,jpn_font_static,00025D00,16,16,i4,./jpn_font_static/,
1211,jpn_font_static,00025D80,16,16,i4,./jpn_font_static/,
1212,jpn_font_static,00025E00,16,16,i4,./jpn_font_static/,
1213,jpn_font_static,00025E80,16,16,i4,./jpn_font_static/,
1214,jpn_font_static,00025F00,16,16,i4,./jpn_font_static/,
1215,jpn_font_static,00025F80,16,16,i4,./jpn_font_static/,
1216,jpn_font_static,00026000,16,16,i4,./jpn_font_static/,
1217,jpn_font_static,00026080,16,16,i4,./jpn_font_static/,
1218,jpn_font_static,00026100,16,16,i4,./jpn_font_static/,
1219,jpn_font_static,00026180,16,16,i4,./jpn_font_static/,
1220,jpn_font_static,00026200,16,16,i4,./jpn_font_static/,
1221,jpn_font_static,00026280,16,16,i4,./jpn_font_static/,
1222,jpn_font_static,00026300,16,16,i4,./jpn_font_static/,
1223,jpn_font_static,00026380,16,16,i4,./jpn_font_static/,
1224,jpn_font_static,00026400,16,16,i4,./jpn_font_static/,
1225,jpn_font_static,00026480,16,16,i4,./jpn_font_static/,
1226,jpn_font_static,00026500,16,16,i4,./jpn_font_static/,
1227,jpn_font_static,00026580,16,16,i4,./jpn_font_static/,
1228,jpn_font_static,00026600,16,16,i4,./jpn_font_static/,
1229,jpn_font_static,00026680,16,16,i4,./jpn_font_static/,
1230,jpn_font_static,00026700,16,16,i4,./jpn_font_static/,
1231,jpn_font_static,00026780,16,16,i4,./jpn_font_static/,
1232,jpn_font_static,00026800,16,16,i4,./jpn_font_static/,
1233,jpn_font_static,00026880,16,16,i4,./jpn_font_static/,
1234,jpn_font_static,00026900,16,16,i4,./jpn_font_static/,
1235,jpn_font_static,00026980,16,16,i4,./jpn_font_static/,
1236,jpn_font_static,00026A00,16,16,i4,./jpn_font_static/,
1237,jpn_font_static,00026A80,16,16,i4,./jpn_font_static/,
1238,jpn_font_static,00026B00,16,16,i4,./jpn_font_static/,
1239,jpn_font_static,00026B80,16,16,i4,./jpn_font_static/,
1240,jpn_font_static,00026C00,16,16,i4,./jpn_font_static/,
1241,jpn_font_static,00026C80,16,16,i4,./jpn_font_static/,
1242,jpn_font_static,00026D00,16,16,i4,./jpn_font_static/,
1243,jpn_font_static,00026D80,16,16,i4,./jpn_font_static/,
1244,jpn_font_static,00026E00,16,16,i4,./jpn_font_static/,
1245,jpn_font_static,00026E80,16,16,i4,./jpn_font_static/,
1246,jpn_font_static,00026F00,16,16,i4,./jpn_font_static/,
1247,jpn_font_static,00026F80,16,16,i4,./jpn_font_static/,
1248,jpn_font_static,00027000,16,16,i4,./jpn_font_static/,
1249,jpn_font_static,00027080,16,16,i4,./jpn_font_static/,
1250,jpn_font_static,00027100,16,16,i4,./jpn_font_static/,
1251,jpn_font_static,00027180,16,16,i4,./jpn_font_static/,
1252,jpn_font_static,00027200,16,16,i4,./jpn_font_static/,
1253,jpn_font_static,00027280,16,16,i4,./jpn_font_static/,
1254,jpn_font_static,00027300,16,16,i4,./jpn_font_static/,
1255,jpn_font_static,00027380,16,16,i4,./jpn_font_static/,
1256,jpn_font_static,00027400,16,16,i4,./jpn_font_static/,
1257,jpn_font_static,00027480,16,16,i4,./jpn_font_static/,
1258,jpn_font_static,00027500,16,16,i4,./jpn_font_static/,
1259,jpn_font_static,00027580,16,16,i4,./jpn_font_static/,
1260,jpn_font_static,00027600,16,16,i4,./jpn_font_static/,
1261,jpn_font_static,00027680,16,16,i4,./jpn_font_static/,
1262,jpn_font_static,00027700,16,16,i4,./jpn_font_static/,
1263,jpn_font_static,00027780,16,16,i4,./jpn_font_static/,
1264,jpn_font_static,00027800,16,16,i4,./jpn_font_static/,
1265,jpn_font_static,00027880,16,16,i4,./jpn_font_static/,
1266,jpn_font_static,00027900,16,16,i4,./jpn_font_static/,
1267,jpn_font_static,00027980,16,16,i4,./jpn_font_static/,
1268,jpn_font_static,00027A00,16,16,i4,./jpn_font_static/,
1269,jpn_font_static,00027A80,16,16,i4,./jpn_font_static/,
1270,jpn_font_static,00027B00,16,16,i4,./jpn_font_static/,
1271,jpn_font_static,00027B80,16,16,i4,./jpn_font_static/,
1272,jpn_font_static,00027C00,16,16,i4,./jpn_font_static/,
1273,jpn_font_static,00027C80,16,16,i4,./jpn_font_static/,
1274,jpn_font_static,00027D00,16,16,i4,./jpn_font_static/,
1275,jpn_font_static,00027D80,16,16,i4,./jpn_font_static/,
1276,jpn_font_static,00027E00,16,16,i4,./jpn_font_static/,
1277,jpn_font_static,00027E80,16,16,i4,./jpn_font_static/,
1278,jpn_font_static,00027F00,16,16,i4,./jpn_font_static/,
1279,jpn_font_static,00027F80,16,16,i4,./jpn_font_static/,
1280,jpn_font_static,00028000,16,16,i4,./jpn_font_static/,
1281,jpn_font_static,00028080,16,16,i4,./jpn_font_static/,
1282,jpn_font_static,00028100,16,16,i4,./jpn_font_static/,
1283,jpn_font_static,00028180,16,16,i4,./jpn_font_static/,
1284,jpn_font_static,00028200,16,16,i4,./jpn_font_static/,
1285,jpn_font_static,00028280,16,16,i4,./jpn_font_static/,
1286,jpn_font_static,00028300,16,16,i4,./jpn_font_static/,
1287,jpn_font_static,00028380,16,16,i4,./jpn_font_static/,
1288,jpn_font_static,00028400,16,16,i4,./jpn_font_static/,
1289,jpn_font_static,00028480,16,16,i4,./jpn_font_static/,
1290,jpn_font_static,00028500,16,16,i4,./jpn_font_static/,
1291,jpn_font_static,00028580,16,16,i4,./jpn_font_static/,
1292,jpn_font_static,00028600,16,16,i4,./jpn_font_static/,
1293,jpn_font_static,00028680,16,16,i4,./jpn_font_static/,
1294,jpn_font_static,00028700,16,16,i4,./jpn_font_static/,
1295,jpn_font_static,00028780,16,16,i4,./jpn_font_static/,
1296,jpn_font_static,00028800,16,16,i4,./jpn_font_static/,
1297,jpn_font_static,00028880,16,16,i4,./jpn_font_static/,
1298,jpn_font_static,00028900,16,16,i4,./jpn_font_static/,
1299,jpn_font_static,00028980,16,16,i4,./jpn_font_static/,
1300,jpn_font_static,00028A00,16,16,i4,./jpn_font_static/,
1301,jpn_font_static,00028A80,16,16,i4,./jpn_font_static/,
1302,jpn_font_static,00028B00,16,16,i4,./jpn_font_static/,
1303,jpn_font_static,00028B80,16,16,i4,./jpn_font_static/,
1304,jpn_font_static,00028C00,16,16,i4,./jpn_font_static/,
1305,jpn_font_static,00028C80,16,16,i4,./jpn_font_static/,
1306,jpn_font_static,00028D00,16,16,i4,./jpn_font_static/,
1307,jpn_font_static,00028D80,16,16,i4,./jpn_font_static/,
1308,jpn_font_static,00028E00,16,16,i4,./jpn_font_static/,
1309,jpn_font_static,00028E80,16,16,i4,./jpn_font_static/,
1310,jpn_font_static,00028F00,16,16,i4,./jpn_font_static/,
1311,jpn_font_static,00028F80,16,16,i4,./jpn_font_static/,
1312,jpn_font_static,00029000,16,16,i4,./jpn_font_static/,
1313,jpn_font_static,00029080,16,16,i4,./jpn_font_static/,
1314,jpn_font_static,00029100,16,16,i4,./jpn_font_static/,
1315,jpn_font_static,00029180,16,16,i4,./jpn_font_static/,
1316,jpn_font_static,00029200,16,16,i4,./jpn_font_static/,
1317,jpn_font_static,00029280,16,16,i4,./jpn_font_static/,
1318,jpn_font_static,00029300,16,16,i4,./jpn_font_static/,
1319,jpn_font_static,00029380,16,16,i4,./jpn_font_static/,
1320,jpn_font_static,00029400,16,16,i4,./jpn_font_static/,
1321,jpn_font_static,00029480,16,16,i4,./jpn_font_static/,
1322,jpn_font_static,00029500,16,16,i4,./jpn_font_static/,
1323,jpn_font_static,00029580,16,16,i4,./jpn_font_static/,
1324,jpn_font_static,00029600,16,16,i4,./jpn_font_static/,
1325,jpn_font_static,00029680,16,16,i4,./jpn_font_static/,
1326,jpn_font_static,00029700,16,16,i4,./jpn_font_static/,
1327,jpn_font_static,00029780,16,16,i4,./jpn_font_static/,
1328,jpn_font_static,00029800,16,16,i4,./jpn_font_static/,
1329,jpn_font_static,00029880,16,16,i4,./jpn_font_static/,
1330,jpn_font_static,00029900,16,16,i4,./jpn_font_static/,
1331,jpn_font_static,00029980,16,16,i4,./jpn_font_static/,
1332,jpn_font_static,00029A00,16,16,i4,./jpn_font_static/,
1333,jpn_font_static,00029A80,16,16,i4,./jpn_font_static/,
1334,jpn_font_static,00029B00,16,16,i4,./jpn_font_static/,
1335,jpn_font_static,00029B80,16,16,i4,./jpn_font_static/,
1336,jpn_font_static,00029C00,16,16,i4,./jpn_font_static/,
1337,jpn_font_static,00029C80,16,16,i4,./jpn_font_static/,
1338,jpn_font_static,00029D00,16,16,i4,./jpn_font_static/,
1339,jpn_font_static,00029D80,16,16,i4,./jpn_font_static/,
1340,jpn_font_static,00029E00,16,16,i4,./jpn_font_static/,
1341,jpn_font_static,00029E80,16,16,i4,./jpn_font_static/,
1342,jpn_font_static,00029F00,16,16,i4,./jpn_font_static/,
1343,jpn_font_static,00029F80,16,16,i4,./jpn_font_static/,
1344,jpn_font_static,0002A000,16,16,i4,./jpn_font_static/,
1345,jpn_font_static,0002A080,16,16,i4,./jpn_font_static/,
1346,jpn_font_static,0002A100,16,16,i4,./jpn_font_static/,
1347,jpn_font_static,0002A180,16,16,i4,./jpn_font_static/,
1348,jpn_font_static,0002A200,16,16,i4,./jpn_font_static/,
1349,jpn_font_static,0002A280,16,16,i4,./jpn_font_static/,
1350,jpn_font_static,0002A300,16,16,i4,./jpn_font_static/,
1351,jpn_font_static,0002A380,16,16,i4,./jpn_font_static/,
1352,jpn_font_static,0002A400,16,16,i4,./jpn_font_static/,
1353,jpn_font_static,0002A480,16,16,i4,./jpn_font_static/,
1354,jpn_font_static,0002A500,16,16,i4,./jpn_font_static/,
1355,jpn_font_static,0002A580,16,16,i4,./jpn_font_static/,
1356,jpn_font_static,0002A600,16,16,i4,./jpn_font_static/,
1357,jpn_font_static,0002A680,16,16,i4,./jpn_font_static/,
1358,jpn_font_static,0002A700,16,16,i4,./jpn_font_static/,
1359,jpn_font_static,0002A780,16,16,i4,./jpn_font_static/,
1360,jpn_font_static,0002A800,16,16,i4,./jpn_font_static/,
1361,jpn_font_static,0002A880,16,16,i4,./jpn_font_static/,
1362,jpn_font_static,0002A900,16,16,i4,./jpn_font_static/,
1363,jpn_font_static,0002A980,16,16,i4,./jpn_font_static/,
1364,jpn_font_static,0002AA00,16,16,i4,./jpn_font_static/,
1365,jpn_font_static,0002AA80,16,16,i4,./jpn_font_static/,
1366,jpn_font_static,0002AB00,16,16,i4,./jpn_font_static/,
1367,jpn_font_static,0002AB80,16,16,i4,./jpn_font_static/,
1368,jpn_font_static,0002AC00,16,16,i4,./jpn_font_static/,
1369,jpn_font_static,0002AC80,16,16,i4,./jpn_font_static/,
1370,jpn_font_static,0002AD00,16,16,i4,./jpn_font_static/,
1371,jpn_font_static,0002AD80,16,16,i4,./jpn_font_static/,
1372,jpn_font_static,0002AE00,16,16,i4,./jpn_font_static/,
1373,jpn_font_static,0002AE80,16,16,i4,./jpn_font_static/,
1374,jpn_font_static,0002AF00,16,16,i4,./jpn_font_static/,
1375,jpn_font_static,0002AF80,16,16,i4,./jpn_font_static/,
1376,jpn_font_static,0002B000,16,16,i4,./jpn_font_static/,
1377,jpn_font_static,0002B080,16,16,i4,./jpn_font_static/,
1378,jpn_font_static,0002B100,16,16,i4,./jpn_font_static/,
1379,jpn_font_static,0002B180,16,16,i4,./jpn_font_static/,
1380,jpn_font_static,0002B200,16,16,i4,./jpn_font_static/,
1381,jpn_font_static,0002B280,16,16,i4,./jpn_font_static/,
1382,jpn_font_static,0002B300,16,16,i4,./jpn_font_static/,
1383,jpn_font_static,0002B380,16,16,i4,./jpn_font_static/,
1384,jpn_font_static,0002B400,16,16,i4,./jpn_font_static/,
1385,jpn_font_static,0002B480,16,16,i4,./jpn_font_static/,
1386,jpn_font_static,0002B500,16,16,i4,./jpn_font_static/,
1387,jpn_font_static,0002B580,16,16,i4,./jpn_font_static/,
1388,jpn_font_static,0002B600,16,16,i4,./jpn_font_static/,
1389,jpn_font_static,0002B680,16,16,i4,./jpn_font_static/,
1390,jpn_font_static,0002B700,16,16,i4,./jpn_font_static/,
1391,jpn_font_static,0002B780,16,16,i4,./jpn_font_static/,
1392,jpn_font_static,0002B800,16,16,i4,./jpn_font_static/,
1393,jpn_font_static,0002B880,16,16,i4,./jpn_font_static/,
1394,jpn_font_static,0002B900,16,16,i4,./jpn_font_static/,
1395,jpn_font_static,0002B980,16,16,i4,./jpn_font_static/,
1396,jpn_font_static,0002BA00,16,16,i4,./jpn_font_static/,
1397,jpn_font_static,0002BA80,16,16,i4,./jpn_font_static/,
1398,jpn_font_static,0002BB00,16,16,i4,./jpn_font_static/,
1399,jpn_font_static,0002BB80,16,16,i4,./jpn_font_static/,
1400,jpn_font_static,0002BC00,16,16,i4,./jpn_font_static/,
1401,jpn_font_static,0002BC80,16,16,i4,./jpn_font_static/,
1402,jpn_font_static,0002BD00,16,16,i4,./jpn_font_static/,
1403,jpn_font_static,0002BD80,16,16,i4,./jpn_font_static/,
1404,jpn_font_static,0002BE00,16,16,i4,./jpn_font_static/,
1405,jpn_font_static,0002BE80,16,16,i4,./jpn_font_static/,
1406,jpn_font_static,0002BF00,16,16,i4,./jpn_font_static/,
1407,jpn_font_static,0002BF80,16,16,i4,./jpn_font_static/,
1408,jpn_font_static,0002C000,16,16,i4,./jpn_font_static/,
1409,jpn_font_static,0002C080,16,16,i4,./jpn_font_static/,
1410,jpn_font_static,0002C100,16,16,i4,./jpn_font_static/,
1411,jpn_font_static,0002C180,16,16,i4,./jpn_font_static/,
1412,jpn_font_static,0002C200,16,16,i4,./jpn_font_static/,
1413,jpn_font_static,0002C280,16,16,i4,./jpn_font_static/,
1414,jpn_font_static,0002C300,16,16,i4,./jpn_font_static/,
1415,jpn_font_static,0002C380,16,16,i4,./jpn_font_static/,
1416,jpn_font_static,0002C400,16,16,i4,./jpn_font_static/,
1417,jpn_font_static,0002C480,16,16,i4,./jpn_font_static/,
1418,jpn_font_static,0002C500,16,16,i4,./jpn_font_static/,
1419,jpn_font_static,0002C580,16,16,i4,./jpn_font_static/,
1420,jpn_font_static,0002C600,16,16,i4,./jpn_font_static/,
